"CountryName","public_transport-CountryCode","public_transport-Date","Public Transport","public_transport-PolicyValue","public_transport-Flag","public_transport-Notes","public_transport-region","public_transport-value"
"Lithuania","LTU",20201107,"C5: Close public transport",0,NA,"Lithuania’s government on Wednesday declared a three-week lockdown starting on Nov.7 (extended end of November), to slow the spread of the novel coronavirus which has accelerated in recent weeks in the Baltic nation.    ""Passengers travelling by public transport (city, long-distance and suburban) will be required to travel seated maintaining the distance of at least one meter between each other.""    No other measures to be found on the official websites of the government which is why I keep the level at 0    https://web.archive.org/web/20201202092539/https://koronastop.lrv.lt/en/news/covid-19-related-restrictions-updated-on-25-november-2020","lithuania","no measures"
"Luxembourg","LUX",20201124,"C5: Close public transport",0,NA,"No change: https://web.archive.org/web/20201130204222/https://covid19.public.lu/en/sanitary-measures/public-transport.html","luxembourg","no measures"
"Latvia","LVA",20201207,"C5: Close public transport",0,NA,"No closure measures. That being said:  From 7 December, in order to protect people in public transport, the number of passengers must not exceed 50% of the vehicle's capacity. If it is not possible to control the embarkation and disembarkation of passengers, the vehicle must be provided with instructions on the use of seats to ensure physical distancing. In public transport, face masks must be worn by both the driver and passengers, including children from the age of 7.  http://web.archive.org/web/20201207030317/https://mk.gov.lv/en/aktualitates/emergency-situation-has-been-extended-until-11-january-introducing-stricter-safety  ","latvia","no measures"
"Macao","MAC",20200928,"C5: Close public transport",0,NA,"No change ","macao","no measures"
"Morocco","MAR",20201122,"C5: Close public transport",1,"National","Note: To travel between cities on public transportation, travelers must obtain authorization from the local authorities. Masks are required on all public transportation.","morocco","recommend closing/ significantly reduce volume"
"Monaco","MCO",20200511,"C5: Close public transport",1,"National","In phase 2 reopening, the public transport policy remains the same.    http://web.archive.org/web/20201208140324/https://en.gouv.mc/Policy-Practice/Coronavirus-Covid-2019/Actualites/Lifting-the-lockdown-in-the-Principality-step-by-step      ","monaco","recommend closing/ significantly reduce volume"
"Moldova","MDA",20201130,"C5: Close public transport",0,NA,"The National Extraordinary Public Health Commission (CNESP) has ruled to establish emergency state in the public health sector all over Moldova on the period 30 November 2020 – 15 January 2021:  At the same time, the timetable of travel of the public transport, including the number of transport units, will be adjusted according to the needs in the peak hours.  Drivers, taxators and passengers will be obliged to wear protective masks during the travel.      https://web.archive.org/web/20201205215306/https://gov.md/en/content/national-extraordinary-public-health-commission-declares-state-emergency-public-health-all   https://web.archive.org/web/20201205214717/https://md.usembassy.gov/u-s-citizen-services/covid-19-information/","moldova","no measures"
"Madagascar","MDG",20201129,"C5: Close public transport",0,NA,"No change.   Is public transportation operating? Yes. Hand gel is provided. Passengers, drivers, and assistants all must wear masks.  https://web.archive.org/web/20201206220739/https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/","madagascar","no measures"
"Mexico","MEX",20201009,"C5: Close public transport",1,"National","Mexico has implemented a color-coded system and some states are in complete lockdown while others have lifted stay at home orders and resumed some transportation and business operations. http://web.archive.org/web/20200927195013/https://mx.usembassy.gov/u-s-citizen-services/covid-19-information/  The official recommendation from Secretaría de Comunicación y Transportes is to reduce the occupancy in 50% as detailed in this document: http://web.archive.org/web/20201113171833/https://imt.mx/images/files/GRAL/guia-rapida-transporte-publico.pdf","mexico","recommend closing/ significantly reduce volume"
"Mali","MLI",20200915,"C5: Close public transport",0,NA,"No restrictions  https://web.archive.org/web/20200924144234/https://ml.usembassy.gov/covid-19-information/","mali","no measures"
"Myanmar","MMR",20201201,"C5: Close public transport",1,"Regional","No change","myanmar","recommend closing/ significantly reduce volume"
"Mongolia","MNG",20201112,"C5: Close public transport",1,"Regional","Public transportation’s operating hours in Ulaanbaatar remain restricted: 0600 – 1000 and 1700 – 2100.    https://archive.vn/gQ3kv","mongolia","recommend closing/ significantly reduce volume"
"Mozambique","MOZ",20201117,"C5: Close public transport",1,"National","Under the new guidelines governing public transport, operators are required to decontaminate surfaces and to enforce the wearing of face masks for passengers. Buses are only allowed to carry a few people to achieve social distancing.    Link: https://web.archive.org/web/20201124013816/https://www.africanews.com/2020/11/17/mozambique-has-covid-19-under-control-who/","mozambique","recommend closing/ significantly reduce volume"
"Mauritania","MRT",20201122,"C5: Close public transport",0,NA,"No policy change","mauritania","no measures"
"Mauritius","MUS",20201129,"C5: Close public transport",0,NA,"No policy change","mauritius","no measures"
"Malawi","MWI",20201108,"C5: Close public transport",0,NA,"No policy change - no official changes or news were found.","malawi","no measures"
"Malaysia","MYS",20201110,"C5: Close public transport",1,"Regional","  All public transports are still allowed to operate. E-hailing and taxis can only carry two passengers in each car. Food deliveries are allowed from 6am to 12am.    However, the frequency of LRT, MRT and monorail trains will be reduced from Monday (Oct 26) until enforcement of the conditional movement control order (MCO) in Selangor, Kuala Lumpur and Putrajaya is lifted (currently the estimation is to end on 6 Dec).    https://archive.vn/ZnPz7    https://archive.vn/Eu1LM","malaysia","recommend closing/ significantly reduce volume"
"Namibia","NAM",20201209,"C5: Close public transport",1,"National","Government Notice No. 309 of 1 December 2020 (https://web.archive.org/save/https://mhss.gov.na/documents/119527/807189/%237404-Gov+N309.pdf/64204cca-544c-4af0-ad05-e89eb6808254) did not change Regulation 10 of Government Notice No. 256 of 21 October 2020 (https://web.archive.org/save/https://aviation.wfscorp.com/sites/default/files/2020-11/Namibia%20Government%20Gazette%20N256%20Amended%20COVID19%20General%20Regulations%20Public%20and%20Environmental%20Health%20Act%20of%2021%20October%202020.pdf) which sets out public transport requirements    https://web.archive.org/save/https://mhss.gov.na/covid-19-regulations-documents","namibia","recommend closing/ significantly reduce volume"
"Niger","NER",20201130,"C5: Close public transport",0,NA,"It is required to wear a mask while taking public transport. Please see: https://web.archive.org/web/20201206204921/https://ne.usembassy.gov/u-s-citizen-services/covid-19-information/","niger","no measures"
"Nigeria","NGA",20201124,"C5: Close public transport",0,NA,"No new update","nigeria","no measures"
"Nicaragua","NIC",20201129,"C5: Close public transport",0,NA,"No policy change.    https://web.archive.org/web/20201205093541/https://www.gov.uk/foreign-travel-advice/nicaragua/coronavirus","nicaragua","no measures"
"Netherlands","NLD",20201122,"C5: Close public transport",0,NA,"""Is public transportation operating? YES   Non-surgical face masks are mandatory on public transport including trains, trams, buses, taxis, and passenger vans.  An advance reservation and completion of a health questionnaire are required for taxis and passenger vans.  On all other types of transport (such as canal/river boats) passengers must maintain 1.5-meter distance.""    https://web.archive.org/web/*/https://nl.usembassy.gov/covid-19-information-3/  https://web.archive.org/web/20201130214530/https://www.rijksoverheid.nl/onderwerpen/coronavirus-covid-19/vraag-en-antwoord/persconferentie-coronavirus-17-november-in-eenvoudige-taal","netherlands","no measures"
"Norway","NOR",20201127,"C5: Close public transport",0,NA,"No change","norway","no measures"
"Nepal","NPL",20201122,"C5: Close public transport",1,"National","Old one - Public transportation, including taxis and buses, and some long distance buses, may operate at  50% occupancy  Masks are required when outdoors, including while on public transport and  taxis    https://web.archive.org/web/20201020230202/https://np.usembassy.gov/covid-19-information-2/","nepal","recommend closing/ significantly reduce volume"
"New Zealand","NZL",20201119,"C5: Close public transport",0,NA,"No policy change    As of 30 November, all of New Zealand remains at Alert Level 1.  Public transport remains open. Individuals are encouraged to use face coverings on public transport. Public transport operators legally must display QR code posters.    http://web.archive.org/web/20201129203310/https://covid19.govt.nz/travel-and-the-border/travel-within-new-zealand/local-travel/","new zealand","no measures"
"Oman","OMN",20201117,"C5: Close public transport",0,NA,"No new changes reported between 17th Nov and 30th Nov  Link - https://web.archive.org/web/20201124060648/https://www.omanobserver.om/category/coronavirus/  https://web.archive.org/web/20201130162123/https://gulfnews.com/world/gulf/oman","oman","no measures"
"Pakistan","PAK",20201117,"C5: Close public transport",0,NA,"Transportation Options:    Are commercial flights operating? [Yes]  Is public transportation operating? [Yes]  According to the Government of Pakistan, individuals using public transportation – trains or buses – should wear facemasks and keep a distance of at least six feet from other individuals.    Source: https://web.archive.org/web/20201129214352/https://pk.usembassy.gov/covid-19-information/","pakistan","no measures"
"Panama","PAN",20201119,"C5: Close public transport",0,NA,"Remains open  https://web.archive.org/web/20201130142049/https://pa.usembassy.gov/covid-19-information/","panama","no measures"
"Peru","PER",20201117,"C5: Close public transport",1,"National","Public transportation by motor vehicle being limited to one person less than the maximum number of persons allowed to be carried under the relevant license will remain in effect until November 30, 2020.   /web/20201130213708/https://opm.gov.jm/news/extension-of-measures-under-the-disaster-risk-management-act/","peru","recommend closing/ significantly reduce volume"
"Philippines","PHL",20201130,"C5: Close public transport",2,"Regional","No policy changes. ","philippines","require closing"
"Papua New Guinea","PNG",20201110,"C5: Close public transport",0,NA,"Policy remains same where Public Transport is open however driver and all passengers are required to wear mask at all the times  Refer to: https://web.archive.org/web/20201006130508/https://covid19.info.gov.pg/files/National%20Pandemic%20Measures/Pandemic%20Measures%2005102020/M%2011%20Oct%202020.pdf","papua new guinea","no measures"
"Poland","POL",20201103,"C5: Close public transport",1,"National","A limited number of people can travel by public transport.  https://web.archive.org/web/20201104172405/https://www.gov.pl/web/koronawirus/aktualne-zasady-i-ograniczenia","poland","recommend closing/ significantly reduce volume"
"Puerto Rico","PRI",20201201,"C5: Close public transport",1,"Regional","Ferry services in some parts of the Territory are available to residents only.  https://web.archive.org/web/20201206022456/https://www.discoverpuertorico.com/info/travel-guidelines","puerto rico","recommend closing/ significantly reduce volume"
"Portugal","PRT",20201124,"C5: Close public transport",1,"National","No policy change.    Link: https://web.archive.org/web/20201205203200/https://pt.usembassy.gov/covid-19-information/","portugal","recommend closing/ significantly reduce volume"
"Paraguay","PRY",20201114,"C5: Close public transport",0,NA,"No policy change.    Source: https://archive.vn/XDxwF","paraguay","no measures"
"Palestine","PSE",20201111,"C5: Close public transport",1,"Regional","No reports found so far of changes in policy since 10 November and previous coding value of 1T.","palestine","recommend closing/ significantly reduce volume"
"Qatar","QAT",20201124,"C5: Close public transport",1,"National","estricted stations to open.  • Restricted capacity of up to 30% based on calculation of at least 9m2 per person.  • 1.5m physical distance between passengers and staff at all times, and in all areas (including transit and waiting areas). If necessary, block seats to ensure this precaution is complied with.  • Seats near the driver are to be blocked off for the safety of operators and passengers.  https://web.archive.org/web/20201208001332/https://covid19.moph.gov.qa/EN/Documents/PDFs/ENG%20PHASE%20IV.pdf","qatar","recommend closing/ significantly reduce volume"
"Romania","ROU",20201206,"C5: Close public transport",0,NA,"According to the Decision 52/5.11.2020 of The National Emergency Committee, it is in place the obligation to wear a protective mask, to cover the nose and mouth, for all persons who have reached the age of 5, in all open and closed public spaces. Also, to avoid the congestion of public transport, it is proposed to all public institutions and all economic operators to organize work schedule (where telework is not possible) into at least two groups to start/finish the activity at a difference of at least two hours.  Link: https://web.archive.org/web/20201120195835/https://s.iw.ro/gateway/g/ZmlsZVNvdXJjZT1odHRwJTNBJTJGJTJG/c3RvcmFnZTA2dHJhbnNjb2Rlci5yY3Mt/cmRzLnJvJTJGc3RvcmFnZSUyRjIwMjAl/MkYxMSUyRjA2JTJGMTI0ODQ3NV8xMjQ4/NDc1X0hvdGFyYXJlLUNOU1UtNTItZGlu/LTA1XzExXzIwMjAtdjE5LTEucGRmJmhh/c2g9NjkxN2E0NDIwOTQ4MGQ1NjJiYzMxZmNjYjczZjY2NjI=.pdf ","romania","no measures"
"Russia","RUS",20201201,"C5: Close public transport",0,NA,"No change in policy.    https://web.archive.org/web/20201205204726/https://ru.usembassy.gov/covid-19-information/  https://web.archive.org/web/20201205205720/https://www.themoscowtimes.com/2020/12/05/coronavirus-in-russia-the-latest-news-dec-5-a69117","russia","no measures"
"Rwanda","RWA",20201125,"C5: Close public transport",0,NA,"The Kigali International Airport is open with limited scheduled flights.  – Some travelers report difficulties in international travel en route to or departing Rwanda.  – Land borders remain closed.  – Public transportation, including motorcycle taxis, is available.  Social distancing is required on buses, and masks are required.    https://web.archive.org/save/https://rw.usembassy.gov/health-alert-covid-19-information/","rwanda","no measures"
"Saudi Arabia","SAU",20201030,"C5: Close public transport",0,NA,"No change in policy found.","saudi arabia","no measures"
"Sudan","SDN",20201125,"C5: Close public transport",0,NA,"Interstate and intercity public transportation is fully operational.  Source: http://web.archive.org/web/20201207153107/https://sd.usembassy.gov/covid-19-information/","sudan","no measures"
"Senegal","SEN",20201124,"C5: Close public transport",0,NA,"The Government of Senegal permits public transportation services (taxis and intercity buses) to transport the maximum number of passengers, provided all passengers wear a mask. See https://web.archive.org/web/20201129153752/https://sn.usembassy.gov/covid-19-information/","senegal","no measures"
"Singapore","SGP",20201124,"C5: Close public transport",0,NA,"No restriction on public transport! They are not able to fill in existing running capacity post lockdown.    source: https://web.archive.org/web/20201207184951/https://www.channelnewsasia.com/news/commentary/public-transport-mrt-bus-capacity-breakdown-covid-car-share-13329340","singapore","no measures"
"Solomon Islands","SLB",20201115,"C5: Close public transport",1,"National","No change    Limiting of passenger numbers on public transportation  https://web.archive.org/web/20201129194927/https://www.rnz.co.nz/international/pacific-news/428243/early-childhood-centres-closed-under-new-solomons-covid-restrictions","solomon islands","recommend closing/ significantly reduce volume"
"Sierra Leone","SLE",20201116,"C5: Close public transport",1,"National","As of a recent update on the US embassy website, the government has imposed restrictions on the number of passengers traveling by public transportation. See: https://web.archive.org/web/20201123092033/https://lr.usembassy.gov/covid-19-information/","sierra leone","recommend closing/ significantly reduce volume"
"El Salvador","SLV",20201201,"C5: Close public transport",0,NA,"No updates here as per the US Embassy in El Salvador    https://web.archive.org/web/20201116072312/https://sv.usembassy.gov/covid-19-information/","el salvador","no measures"
"San Marino","SMR",20201130,"C5: Close public transport",0,NA,"no change in policy","san marino","no measures"
"Somalia","SOM",20201129,"C5: Close public transport",0,NA,"No policy change identified following a review of previously used sources and a recent web search.","somalia","no measures"
"Serbia","SRB",20201125,"C5: Close public transport",0,NA,"No policy changes. Additional buses will be added during key times for the new measures from 21 November to 3 December.    https://web.archive.org/web/20201125021135/https://www.b92.net/eng/news/society.php?yyyy=2020&mm=11&dd=24&nav_id=109750    https://web.archive.org/web/20201125022744/https://www.srbija.gov.rs/vest/en/163819/government-passes-new-anti-coronavirus-measures.php    https://web.archive.org/web/20201125021304/https://rs.usembassy.gov/serbia-covid-19-information/","serbia","no measures"
"South Sudan","SSD",20201117,"C5: Close public transport",0,NA,"According to the UK government's website on travel to South Sudan, passengers are required to wear face masks.","south sudan","no measures"
"Suriname","SUR",20201122,"C5: Close public transport",0,NA,"s public transportation operating? Yes  Taxis and buses are available.  Source: http://web.archive.org/web/20201127104810/https://sr.usembassy.gov/covid-19-information/","suriname","no measures"
"Slovakia","SVK",20201201,"C5: Close public transport",0,NA,"No change in policy since November’s extension of the state of emergency, restrictions are expected to continue through the end of the year.    https://web.archive.org/web/20201205232259/https://korona.gov.sk/  https://web.archive.org/web/20201205231632/https://sk.usembassy.gov/covid-19-information/","slovakia","no measures"
"Slovenia","SVN",20201125,"C5: Close public transport",0,NA,"Bus and train service is currently closed as per US embassy in Slovenia, but Taxis and airports are currently open. Last updated on November 25, 2020    https://web.archive.org/web/20201127154941/https://si.usembassy.gov/covid-19-information/","slovenia","no measures"
"Sweden","SWE",20201201,"C5: Close public transport",1,"National","No change: public transportation is operating but services may be limited, both as regards the number of passengers allowed and frequency of departures.     http://web.archive.org/web/20201207171523/https://www.krisinformation.se/en/hazards-and-risks/disasters-and-incidents/2020/official-information-on-the-new-coronavirus/domestic-travel-and-public-transport","sweden","recommend closing/ significantly reduce volume"
"Eswatini","SWZ",20201124,"C5: Close public transport",0,NA,"Vehicles are limited to 50% capacity and masks are required, but they are note closed    https://web.archive.org/save/https://sz.usembassy.gov/covid-19-information/","eswatini","no measures"
"Seychelles","SYC",20201116,"C5: Close public transport",0,NA,"no policy change","seychelles","no measures"
"Syria","SYR",20201202,"C5: Close public transport",1,"National","Unable to find any updates since last week - https://web.archive.org/web/20201201022737/https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-covid-19-humanitarian-update-no-21-30-november-2020","syria","recommend closing/ significantly reduce volume"
"Chad","TCD",20201102,"C5: Close public transport",1,"National","No change","chad","recommend closing/ significantly reduce volume"
"Togo","TGO",20201117,"C5: Close public transport",1,"National","Is public transportation operating? Yes  Services continue with reduced passengers. All moto-taxis and their passengers must wear face masks per government decree.  http://web.archive.org/web/20201129090128/https://tg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19/","togo","recommend closing/ significantly reduce volume"
"Thailand","THA",20201122,"C5: Close public transport",1,"National","No updates or changes noted  https://web.archive.org/web/20201129195756/https://thailand.prd.go.th/ewt_news.php?nid=10434&filename=index  https://web.archive.org/web/20201129200850/https://thailand.prd.go.th/more_news.php?cid=2&filename=index","thailand","recommend closing/ significantly reduce volume"
"Tajikistan","TJK",20201107,"C5: Close public transport",0,NA,"No change","tajikistan","no measures"
"Turkmenistan","TKM",20201208,"C5: Close public transport",1,"National","The government continues to limit the services of public transport. It should also be noted that the Turkmenistan government still insists ""no cases of coronavirus infection have been registered in the country to date.""    ""Traffic police check points have been established around major population centres, including Ashgabat, and road users may be subject to temperature screening.""    ""[N]ewspapers report that a COVID-19 test result is required for boarding domestic flights.""    ""Domestic flights remain operational, but with a reduced service. Passengers are subject to temperature checks.""    ""Rail services are suspended.""    http://web-old.archive.org/web/20201208052008/https://www.gov.uk/foreign-travel-advice/turkmenistan/coronavirus    http://web-old.archive.org/web/20201208051714/https://tm.usembassy.gov/covid-19-information/","turkmenistan","recommend closing/ significantly reduce volume"
"Timor-Leste","TLS",20201204,"C5: Close public transport",0,NA,"Public transport is operational.  However, all individuals who have any of the following symptoms – fever greater than 37.5 degrees Celsius, cough, and/or breathing difficulties – are prohibited from boarding buses, ships, or aircrafts and must complete the Mandatory Medical Declaration form. They will be taken to a health facility for COVID-19 testing; positive cases will be subject to therapeutic isolation.    https://web.archive.org/web/20201207150049/https://tl.usembassy.gov/covid-19-information/","timor-leste","no measures"
"Trinidad and Tobago","TTO",20201124,"C5: Close public transport",1,"National","No evident policy change.    http://web.archive.org/web/20201207151101/https://www.covid19.gov.tt/the-public-health-2019-novel-coronavirus-2019-ncov-no-31-regulations-2020/","trinidad and tobago","recommend closing/ significantly reduce volume"
"Tunisia","TUN",20201125,"C5: Close public transport",0,NA,"no changes since last update  https://archive.is/2AeOR ","tunisia","no measures"
"Turkey","TUR",20201202,"C5: Close public transport",1,"National","Busses, ferries, and trains are operating, but there are limits to passenger capacity on buses and all passengers must wear a mask.   Link: https://archive.fo/3dmIF ","turkey","recommend closing/ significantly reduce volume"
"Tanzania","TZA",20201122,"C5: Close public transport",0,NA,"No policy change","tanzania","no measures"
"Uganda","UGA",20201109,"C5: Close public transport",0,NA,"According to the US Embassy in Uganda, public transport is generally allowed at half-capacity and all passengers are required to wear masks.  Please see:   https://web.archive.org/web/20201123004030/https://ug.usembassy.gov/covid-19-information-page/  ","uganda","no measures"
"Ukraine","UKR",20201123,"C5: Close public transport",2,"Regional","No evidence of additional policy changes. Adaptive quarantine in place until December 31 and weekend quarantine continues to November 30.    https://web.archive.org/web/20201125013008/https://www.kmu.gov.ua/en/timeline?type=posts&category_id=13&tag=Healthcare","ukraine","require closing"
"Uruguay","URY",20201117,"C5: Close public transport",0,NA,"Announcement that as of Monday, April 13, the frequencies of collective transport will be doubled in peak hours, to avoid crowds within the units. (04/10/2020)  In the event of a re-emergence of cases in Rivera, inspections will be carried out to ensure strict compliance with the use of masks in transportation. (10/21/2020)    http://web.archive.org/web/20201130031955/https://www.presidencia.gub.uy/comunicacion/comunicacionnoticias/medidas-gobierno-transporte-emergencia-sanitaria-covid19","uruguay","no measures"
"United States of America","USA",20201109,"C5: Close public transport",1,"National","Across the country, public transport is operating but at reduced capacity.   http://web.archive.org/web/20201123194911/https://time.com/5869375/public-transit-coronavirus-covid/","united states of america","recommend closing/ significantly reduce volume"
"Uzbekistan","UZB",20200815,"C5: Close public transport",0,NA,"From 15 August onwards, public transport including buses, minibuses and metro reopens. Passengers are required to wear mask and ensure social distancing. See government telegram channel, https://web.archive.org/web/20201112083526/https://t.me/s/koronavirusinfouz/5657 AND news agency Gazeta article, archived https://web.archive.org/web/20201112083701/https://www.gazeta.uz/ru/2020/08/14/public-transport/","uzbekistan","no measures"
"Venezuela","VEN",20201016,"C5: Close public transport",1,"Regional","Transport remains restricted.","venezuela","recommend closing/ significantly reduce volume"
"Vietnam","VNM",20201117,"C5: Close public transport",0,NA,"""Before any intercity or interstate travel, all passengers using public means of transport (bus, taxi, trains, planes, ships, etc.) must complete an online health declaration (choose “For domestic move declaration”).""    https://web.archive.org/web/20201130194455/https://vn.usembassy.gov/u-s-citizen-services/covid-19-information/","vietnam","no measures"
"Vanuatu","VUT",20201117,"C5: Close public transport",0,NA,"No change in policy.","vanuatu","no measures"
"Yemen","YEM",20201027,"C5: Close public transport",0,NA,"Due to the current internal conflict, increased restrictions and health screenings have been observed at certain transit points. Transit points along land borders are partially open for the entry and exit of passengers. Authorities at Al’Wadeeah land border allow stranded Yemenis to enter Yemen after a temperature check. Sana’a International Airport has reopened for humanitarian flights. no clear policy but any travel is restricted due to the civil war     https://web.archive.org/web/20201029155117/https://displacement.iom.int/yemen       https://displacement.iom.int/system/tdf/reports/20201021_COVID19_DTM%20Yemen%20Mobility%20Restrictions%20Dashboard%20DRAFT_%2314.pdf?file=1&type=node&id=9977 ","yemen","no measures"
"South Africa","ZAF",20201117,"C5: Close public transport",1,"National","Per US embassy, Public rail, minibus taxi, and bus services have resumed at reduced levels subject to social distancing and mandatory use of face masks for passengers and drivers.  Minibus taxis and buses must reduce their maximum licensed passenger seating capacity to 70% a vehicle, e-hailing services that are licensed to carry up to four passengers are limited to carrying 50% of their permissible passenger carrying capacity.  Transport services are required to provide adequate sanitizers for washing of hands of all passengers.  Operators must ensure that their vehicles are sanitised before picking up and after dropping off passengers.  https://web.archive.org/web/20201129221233/https://za.usembassy.gov/covid-19-information-2/","south africa","recommend closing/ significantly reduce volume"
"Zambia","ZMB",20201116,"C5: Close public transport",0,NA,"No new guidance","zambia","no measures"
"Zimbabwe","ZWE",20201030,"C5: Close public transport",1,"National","No policy change - this information is still relevant: https://web.archive.org/web/20201027054244/https://zw.usembassy.gov/covid-19-information-2/","zimbabwe","recommend closing/ significantly reduce volume"
"Taiwan","TWN",20201021,"C5: Close public transport",0,NA,"There is no regulations to restrict public transportation in Taiwan.    https://web.archive.org/web/20201029041803/https://covid19.mohw.gov.tw/ch/cp-4840-53633-205.html","taiwan","no measures"
"Kosovo","RKS",20201129,"C5: Close public transport",1,"National","No change found. ","kosovo","recommend closing/ significantly reduce volume"
